"","V1"
"3769","Dbia.DBIA014258-PA;Dgri.FBpp0147397;Dmoj.FBpp0166458;Dpse.FBpp0279438;Dsuz.DS10_00000355;Dyak.FBpp0256001;Sfla.augustus_masked-scaffold00108-abinit-gene-0.12-mRNA-1_AED:0.03_eAED:0.03_QI:0_1_0_1_1_1_2_0_773;Dmel.FBgn0014417,FBpp0079316,FBtr0079711"
"3770","Dbia.DBIA007244-PA;Dgri.FBpp0146181;Dmoj.FBpp0160188;Dpse.FBpp0283894;Dsuz.DS10_00006057;Dyak.FBpp0261932;Sfla.augustus_masked-scaffold00390-abinit-gene-0.0-mRNA-1_AED:0.09_eAED:0.09_QI:0_0.58_0.30_0.92_1_1_13_0_1252;Dmel.FBgn0000376,FBpp0070472,FBtr0070495"
"3771","Dbia.DBIA006225-PA;Dgri.FBpp0157054;Dmoj.FBpp0169842;Dpse.FBpp0275722;Dsuz.DS10_00005823;Dyak.FBpp0258869;Sfla.augustus_masked-scaffold00173-abinit-gene-0.0-mRNA-1_AED:0.11_eAED:0.11_QI:0_0.83_0.57_1_1_1_7_0_650;Dmel.FBgn0034418,FBpp0085773,FBtr0086589"
"3772","Dbia.DBIA001713-PA;Dgri.FBpp0157860;Dmoj.FBpp0172239;Dpse.FBpp0283257;Dsuz.DS10_00009947;Dyak.FBpp0255366;Sfla.augustus_masked-scaffold00031-abinit-gene-1.7-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.44_0.2_1_1_1_10_0_837;Dmel.FBgn0039056,FBpp0083761,FBtr0084368"
"3773","Dbia.DBIA000547-PA;Dgri.FBpp0154912;Dmoj.FBpp0169864;Dpse.FBpp0275972;Dsuz.DS10_00004146;Dyak.FBpp0266894;Sfla.augustus_masked-scaffold00122-abinit-gene-1.15-mRNA-1_AED:0.00_eAED:0.00_QI:0_-1_0_1_-1_1_1_0_702;Dmel.FBgn0002565,FBpp0088363,FBtr0089324"
"3774","Dbia.DBIA010207-PA;Dgri.FBpp0155360;Dmoj.FBpp0169147;Dpse.FBpp0276063;Dsuz.DS10_00002078;Dyak.FBpp0259181;Sfla.augustus_masked-scaffold00014-abinit-gene-4.1-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.75_0.4_0.8_1_1_5_0_936;Dmel.FBgn0034717,FBpp0071724,FBtr0071811"
"3775","Dbia.DBIA012993-PA;Dgri.FBpp0146107;Dmoj.FBpp0160148;Dpse.FBpp0272265;Dsuz.DS10_00008994;Dyak.FBpp0260511;Sfla.augustus_masked-scaffold00022-abinit-gene-5.4-mRNA-1_AED:0.02_eAED:0.02_QI:0_1_0.6_1_1_1_5_0_537;Dmel.FBgn0010383,FBpp0074380,FBtr0074609"
"3776","Dbia.DBIA003698-PA;Dgri.FBpp0150121;Dmoj.FBpp0162578;Dpse.FBpp0274209;Dsuz.DS10_00008126;Dyak.FBpp0266518;Sfla.augustus_masked-scaffold00065-abinit-gene-1.16-mRNA-1_AED:0.04_eAED:0.04_QI:0_0.33_0_1_1_1_4_0_1082;Dmel.FBgn0260936,FBpp0076806,FBtr0077100"
"3777","Dbia.DBIA004302-PA;Dgri.FBpp0154477;Dmoj.FBpp0168981;Dpse.FBpp0275892;Dsuz.DS10_00002632;Dyak.FBpp0258453;Sfla.augustus_masked-scaffold00500-abinit-gene-0.0-mRNA-1_AED:0.05_eAED:0.05_QI:0_0.6_0_0.83_1_1_6_0_693;Dmel.FBgn0045063,FBpp0087058,FBtr0087947"
"3778","Dbia.DBIA012464-PA;Dgri.FBpp0147137;Dmoj.FBpp0161625;Dpse.FBpp0285665;Dsuz.DS10_00011363;Dyak.FBpp0263801;Sfla.augustus_masked-scaffold00381-abinit-gene-0.1-mRNA-1_AED:0.00_eAED:0.00_QI:0_-1_0_1_-1_1_1_0_506;Dmel.FBgn0032061,FBpp0079333,FBtr0079731"
"3779","Dbia.DBIA014920-PA;Dgri.FBpp0158584;Dmoj.FBpp0165363;Dpse.FBpp0272362;Dsuz.DS10_00008349;Dyak.FBpp0261880;Sfla.augustus_masked-scaffold00101-abinit-gene-1.11-mRNA-1_AED:0.11_eAED:0.11_QI:0_0.5_0.22_0.88_1_1_9_0_890;Dmel.FBgn0000635,FBpp0070633,FBtr0070665"
"3780","Dbia.DBIA013796-PA;Dgri.FBpp0158471;Dmoj.FBpp0164389;Dpse.FBpp0283861;Dsuz.DS10_00005419;Dyak.FBpp0261367;Sfla.augustus_masked-scaffold00056-abinit-gene-3.11-mRNA-1_AED:0.20_eAED:0.21_QI:0_1_0_1_1_1_3_0_514;Dmel.FBgn0022942,FBpp0070651,FBtr0070683"
"3781","Dbia.DBIA006173-PA;Dgri.FBpp0154709;Dmoj.FBpp0170107;Dpse.FBpp0276196;Dsuz.DS10_00002381;Dyak.FBpp0257281;Sfla.augustus_masked-scaffold00008-abinit-gene-6.11-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.25_0_1_1_1_5_0_623;Dmel.FBgn0033983,FBpp0086558,FBtr0087428"
"3782","Dbia.DBIA011900-PA;Dgri.FBpp0146646;Dmoj.FBpp0164215;Dpse.FBpp0272087;Dsuz.DS10_00004695;Dyak.FBpp0261565;Sfla.augustus_masked-scaffold00049-abinit-gene-0.11-mRNA-1_AED:0.01_eAED:0.01_QI:0_0_0_1_1_1_3_0_782;Dmel.FBgn0040348,FBpp0070180,FBtr0070187"
"3783","Dbia.DBIA007897-PA;Dgri.FBpp0154933;Dmoj.FBpp0167845;Dpse.FBpp0276093;Dsuz.DS10_00006555;Dyak.FBpp0257566;Sfla.augustus_masked-scaffold00132-abinit-gene-1.3-mRNA-1_AED:0.20_eAED:0.20_QI:0_1_0_1_1_1_4_0_884;Dmel.FBgn0033859,FBpp0086749,FBtr0087623"
"3784","Dbia.DBIA003101-PA;Dgri.FBpp0144757;Dmoj.FBpp0168859;Dpse.FBpp0280730;Dsuz.DS10_00000828;Dyak.FBpp0258562;Sfla.augustus_masked-scaffold00020-abinit-gene-5.15-mRNA-1_AED:0.10_eAED:0.10_QI:0_0.75_0_1_1_1_5_0_1207;Dmel.FBgn0051678,FBpp0288498,FBtr0290059"
"3785","Dbia.DBIA011781-PA;Dgri.FBpp0158289;Dmoj.FBpp0164539;Dpse.FBpp0281973;Dsuz.DS10_00008208;Dyak.FBpp0262580;Sfla.augustus_masked-scaffold00190-abinit-gene-0.10-mRNA-1_AED:0.06_eAED:0.06_QI:0_1_0_1_1_1_3_0_543;Dmel.FBgn0029831,FBpp0070831,FBtr0070866"
"3786","Dbia.DBIA002116-PA;Dgri.FBpp0152460;Dmoj.FBpp0172821;Dpse.FBpp0283268;Dsuz.DS10_00010313;Dyak.FBpp0269794;Sfla.augustus_masked-scaffold00001-abinit-gene-25.5-mRNA-1_AED:0.18_eAED:0.18_QI:0_0.66_0.28_1_1_1_7_0_986;Dmel.FBgn0000723,FBpp0081530,FBtr0082052"
"3787","Dbia.DBIA004868-PA;Dgri.FBpp0155301;Dmoj.FBpp0167791;Dpse.FBpp0277615;Dsuz.DS10_00003560;Dyak.FBpp0256669;Sfla.augustus_masked-scaffold00079-abinit-gene-1.5-mRNA-1_AED:0.07_eAED:0.07_QI:0_0.85_0.37_1_1_1_8_0_613;Dmel.FBgn0022029,FBpp0086069,FBtr0086913"
"3788","Dbia.DBIA011953-PA;Dgri.FBpp0158058;Dmoj.FBpp0170930;Dpse.FBpp0272841;Dsuz.DS10_00004751;Dyak.FBpp0262379;Sfla.augustus_masked-scaffold00926-abinit-gene-0.4-mRNA-1_AED:0.18_eAED:0.21_QI:0_0.45_0.33_0.91_1_1_12_0_1363;Dmel.FBgn0087008,FBpp0074531,FBtr0074762"
"3789","Dbia.DBIA004111-PA;Dgri.FBpp0154019;Dmoj.FBpp0169424;Dpse.FBpp0277813;Dsuz.DS10_00002802;Dyak.FBpp0266676;Sfla.augustus_masked-scaffold00019-abinit-gene-5.16-mRNA-1_AED:0.05_eAED:0.05_QI:0_0_0_1_1_1_2_0_702;Dmel.FBgn0028426,FBpp0087449,FBtr0088360"
"3790","Dbia.DBIA000606-PA;Dgri.FBpp0150570;Dmoj.FBpp0160567;Dpse.FBpp0274756;Dsuz.DS10_00004094;Dyak.FBpp0267050;Sfla.augustus_masked-scaffold00051-abinit-gene-3.5-mRNA-1_AED:0.08_eAED:0.08_QI:0_0.66_0.25_1_1_1_4_0_507;Dmel.FBgn0002778,FBpp0075379,FBtr0075626"
"3791","Dbia.DBIA005392-PA;Dgri.FBpp0157539;Dmoj.FBpp0172290;Dpse.FBpp0302034;Dsuz.DS10_00013378;Dyak.FBpp0255407;Sfla.augustus_masked-scaffold00155-abinit-gene-1.0-mRNA-1_AED:0.15_eAED:0.15_QI:0_0.91_0.61_0.92_1_1_13_0_722;Dmel.FBgn0085384,FBpp0297661,FBtr0306735"
"3792","Dbia.DBIA007501-PA;Dgri.FBpp0151337;Dmoj.FBpp0171977;Dpse.FBpp0283127;Dsuz.DS10_00009540;Dyak.FBpp0268396;Sfla.augustus_masked-scaffold00093-abinit-gene-0.7-mRNA-1_AED:0.14_eAED:0.14_QI:0_1_0.4_1_1_1_10_0_679;Dmel.FBgn0028646,FBpp0297541,FBtr0306586"
"3793","Dbia.DBIA000970-PA;Dgri.FBpp0150396;Dmoj.FBpp0161379;Dpse.FBpp0274039;Dsuz.DS10_00004418;Dyak.FBpp0265895;Sfla.augustus_masked-scaffold00402-abinit-gene-0.3-mRNA-1_AED:0.05_eAED:0.06_QI:0_0.66_0.1_1_1_1_10_0_1184;Dmel.FBgn0035308,FBpp0305643,FBtr0333452"
"3794","Dbia.DBIA013437-PA;Dgri.FBpp0158395;Dmoj.FBpp0164459;Dpse.FBpp0281552;Dsuz.DS10_00006221;Dyak.FBpp0261056;Sfla.augustus_masked-scaffold00060-abinit-gene-3.8-mRNA-1_AED:0.24_eAED:0.24_QI:0_0.85_0.12_1_1_1_8_0_2052;Dmel.FBgn0004391,FBpp0073893,FBtr0074077"
"3795","Dbia.DBIA002082-PA;Dgri.FBpp0152127;Dmoj.FBpp0159392;Dpse.FBpp0284790;Dsuz.DS10_00011537;Dyak.FBpp0269813;Sfla.augustus_masked-scaffold00001-abinit-gene-4.1-mRNA-1_AED:0.00_eAED:0.00_QI:0_-1_0_1_-1_1_1_0_641;Dmel.FBgn0264075,FBpp0081483,FBtr0082005"
"3796","Dbia.DBIA008346-PA;Dgri.FBpp0147308;Dmoj.FBpp0169005;Dpse.FBpp0279853;Dsuz.DS10_00000252;Dyak.FBpp0264017;Sfla.augustus_masked-scaffold00030-abinit-gene-0.4-mRNA-1_AED:0.15_eAED:0.15_QI:0_0_0_1_1_1_3_0_703;Dmel.FBgn0003716,FBpp0078721,FBtr0079087"
"3797","Dbia.DBIA000012-PA;Dgri.FBpp0150420;Dmoj.FBpp0161412;Dpse.FBpp0286713;Dsuz.DS10_00007800;Dyak.FBpp0265399;Sfla.augustus_masked-scaffold00021-abinit-gene-3.10-mRNA-1_AED:0.18_eAED:0.18_QI:0_0_0_0.87_1_1_8_0_765;Dmel.FBgn0023076,FBpp0099478,FBtr0100132"
"3798","Dbia.DBIA003100-PA;Dgri.FBpp0144783;Dmoj.FBpp0167467;Dpse.FBpp0279801;Dsuz.DS10_00000826;Dyak.FBpp0257350;Sfla.augustus_masked-scaffold00020-abinit-gene-5.5-mRNA-1_AED:0.17_eAED:0.17_QI:0_1_0.28_1_1_1_7_0_712;Dmel.FBgn0086657,FBpp0080920,FBtr0081390"
"3799","Dbia.DBIA012951-PA;Dgri.FBpp0144702;Dmoj.FBpp0166523;Dpse.FBpp0279185;Dsuz.DS10_00012983;Dyak.FBpp0270865;Sfla.augustus_masked-scaffold00032-abinit-gene-2.1-mRNA-1_AED:0.07_eAED:0.07_QI:0_1_0.5_1_1_1_4_0_487;Dmel.FBgn0031769,FBpp0078816,FBtr0079185"
"3800","Dbia.DBIA009835-PA;Dgri.FBpp0155969;Dmoj.FBpp0168365;Dpse.FBpp0278568;Dsuz.DS10_00003163;Dyak.FBpp0256758;Sfla.augustus_masked-scaffold00043-abinit-gene-3.20-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.30_0.14_0.92_1_1_14_0_1294;Dmel.FBgn0034070,FBpp0086351,FBtr0087209"
"3801","Dbia.DBIA011440-PA;Dgri.FBpp0151044;Dmoj.FBpp0160963;Dpse.FBpp0275136;Dsuz.DS10_00009093;Dyak.FBpp0264527;Sfla.augustus_masked-scaffold01149-abinit-gene-0.2-mRNA-1_AED:0.03_eAED:0.03_QI:0_0_0_1_1_1_6_0_573;Dmel.FBgn0037138,FBpp0078099,FBtr0078445"
"3802","Dbia.DBIA000260-PA;Dgri.FBpp0148474;Dmoj.FBpp0163112;Dpse.FBpp0286860;Dsuz.DS10_00007908;Dyak.FBpp0265363;Sfla.augustus_masked-scaffold00159-abinit-gene-1.1-mRNA-1_AED:0.02_eAED:0.02_QI:0_1_0_1_1_1_2_0_653;Dmel.FBgn0052484,FBpp0072854,FBtr0072984"
"3803","Dbia.DBIA006526-PA;Dgri.FBpp0155185;Dmoj.FBpp0168321;Dpse.FBpp0278815;Dsuz.DS10_00005553;Dyak.FBpp0259136;Sfla.augustus_masked-scaffold01526-abinit-gene-0.3-mRNA-1_AED:0.20_eAED:0.20_QI:0_1_0_1_1_1_4_0_596;Dmel.FBgn0022160,FBpp0086442,FBtr0087307"
"3804","Dbia.DBIA003983-PA;Dgri.FBpp0150876;Dmoj.FBpp0161051;Dpse.FBpp0274958;Dsuz.DS10_00007169;Dyak.FBpp0264681;Sfla.augustus_masked-scaffold00003-abinit-gene-15.17-mRNA-1_AED:0.26_eAED:0.26_QI:0_0.5_0.22_1_1_1_9_0_1416;Dmel.FBgn0001259,FBpp0077841,FBtr0078183"
"3805","Dbia.DBIA002023-PA;Dgri.FBpp0156781;Dmoj.FBpp0159447;Dpse.FBpp0284156;Dsuz.DS10_00011421;Dyak.FBpp0269847;Sfla.augustus_masked-scaffold00102-abinit-gene-1.18-mRNA-1_AED:0.02_eAED:0.02_QI:0_0_0_0.75_1_1_4_0_817;Dmel.FBgn0263231,FBpp0081374,FBtr0081888"
"3806","Dbia.DBIA002383-PA;Dgri.FBpp0145572;Dmoj.FBpp0166327;Dpse.FBpp0287649;Dsuz.DS10_00008450;Dyak.FBpp0257140;Sfla.augustus_masked-scaffold00954-abinit-gene-0.7-mRNA-1_AED:0.19_eAED:0.19_QI:0_0.66_0_1_1_1_4_0_533;Dmel.FBgn0032444,FBpp0079992,FBtr0080411"
"3807","Dbia.DBIA000522-PA;Dgri.FBpp0148711;Dmoj.FBpp0160725;Dpse.FBpp0274926;Dsuz.DS10_00008863;Dyak.FBpp0266874;Sfla.augustus_masked-scaffold00005-abinit-gene-10.1-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.6_0_1_1_1_6_0_697;Dmel.FBgn0011723,FBpp0304380,FBtr0332070"
"3808","Dbia.DBIA009904-PA;Dgri.FBpp0155599;Dmoj.FBpp0168063;Dpse.FBpp0277357;Dsuz.DS10_00005489;Dyak.FBpp0259348;Sfla.augustus_masked-scaffold00041-abinit-gene-3.32-mRNA-1_AED:0.04_eAED:0.27_QI:1224_0.33_0.1_1_1_1_10_0_1046;Dmel.FBgn0263667,FBpp0072043,FBtr0072134"
"3809","Dbia.DBIA003806-PA;Dgri.FBpp0149542;Dmoj.FBpp0161900;Dpse.FBpp0286969;Dsuz.DS10_00004207;Dyak.FBpp0265483;Sfla.augustus_masked-scaffold00813-abinit-gene-0.3-mRNA-1_AED:0.10_eAED:0.10_QI:0_0.5_0_0.71_1_1_7_0_814;Dmel.FBgn0035710,FBpp0076667,FBtr0076958"
"3810","Dbia.DBIA005485-PA;Dgri.FBpp0151921;Dmoj.FBpp0159735;Dpse.FBpp0282469;Dsuz.DS10_00010020;Dyak.FBpp0271025;Sfla.augustus_masked-scaffold00135-abinit-gene-1.24-mRNA-1_AED:0.07_eAED:0.07_QI:0_1_0.55_1_1_1_9_0_678;Dmel.FBgn0086359,FBpp0081659,FBtr0082181"
"3811","Dbia.DBIA009997-PA;Dgri.FBpp0154808;Dmoj.FBpp0167556;Dpse.FBpp0278738;Dsuz.DS10_00002250;Dyak.FBpp0256475;Sfla.augustus_masked-scaffold00158-abinit-gene-0.4-mRNA-1_AED:0.09_eAED:0.09_QI:0_0.14_0_1_1_1_8_0_728;Dmel.FBgn0010414,FBpp0072269,FBtr0072362"
"3812","Dbia.DBIA008588-PA;Dgri.FBpp0144411;Dmoj.FBpp0167240;Dpse.FBpp0280366;Dsuz.DS10_00000062;Dyak.FBpp0261028;Sfla.augustus_masked-scaffold00460-abinit-gene-0.3-mRNA-1_AED:0.04_eAED:0.04_QI:0_1_0.25_1_1_1_4_0_488;Dmel.FBgn0021874,FBpp0077735,FBtr0078075"
"3813","Dbia.DBIA006502-PA;Dgri.FBpp0156801;Dmoj.FBpp0167597;Dpse.FBpp0275815;Dsuz.DS10_00005577;Dyak.FBpp0264071;Sfla.augustus_masked-scaffold00045-abinit-gene-2.1-mRNA-1_AED:0.07_eAED:0.07_QI:0_0.25_0_1_1_1_5_0_1895;Dmel.FBgn0042085,FBpp0085442,FBtr0086107"
"3814","Dbia.DBIA004556-PA;Dgri.FBpp0154259;Dmoj.FBpp0169239;Dpse.FBpp0276340;Dsuz.DS10_00003049;Dyak.FBpp0259447;Sfla.augustus_masked-scaffold00037-abinit-gene-4.17-mRNA-1_AED:0.12_eAED:0.12_QI:0_0.4_0_1_1_1_6_0_1295;Dmel.FBgn0050421,FBpp0072276,FBtr0072369"
"3815","Dbia.DBIA010133-PA;Dgri.FBpp0153691;Dmoj.FBpp0169543;Dpse.FBpp0276866;Dsuz.DS10_00002141;Dyak.FBpp0259033;Sfla.augustus_masked-scaffold00325-abinit-gene-0.12-mRNA-1_AED:0.03_eAED:0.03_QI:0_1_0_1_1_1_4_0_550;Dmel.FBgn0011211,FBpp0071794,FBtr0071883"
"3816","Dbia.DBIA009195-PA;Dgri.FBpp0152117;Dmoj.FBpp0159381;Dpse.FBpp0284990;Dsuz.DS10_00009571;Dyak.FBpp0269338;Sfla.augustus_masked-scaffold00001-abinit-gene-2.3-mRNA-1_AED:0.03_eAED:0.03_QI:0_1_0.6_1_1_1_5_0_642;Dmel.FBgn0038354,FBpp0082619,FBtr0083165"
"3817","Dbia.DBIA004800-PA;Dgri.FBpp0155046;Dmoj.FBpp0167959;Dpse.FBpp0278497;Dsuz.DS10_00003501;Dyak.FBpp0257242;Sfla.augustus_masked-scaffold00134-abinit-gene-1.1-mRNA-1_AED:0.14_eAED:0.14_QI:0_0.33_0.15_1_1_1_13_0_1054;Dmel.FBgn0034674,FBpp0071642,FBtr0071726"
"3818","Dbia.DBIA009537-PA;Dgri.FBpp0155486;Dmoj.FBpp0168769;Dpse.FBpp0277424;Dsuz.DS10_00002885;Dyak.FBpp0268628;Sfla.augustus_masked-scaffold00009-abinit-gene-6.9-mRNA-1_AED:0.01_eAED:0.01_QI:0_1_0_1_1_1_4_0_885;Dmel.FBgn0033224,FBpp0087974,FBtr0088900"
"3819","Dbia.DBIA004106-PA;Dgri.FBpp0155689;Dmoj.FBpp0168546;Dpse.FBpp0276622;Dsuz.DS10_00002806;Dyak.FBpp0264365;Sfla.augustus_masked-scaffold00019-abinit-gene-5.12-mRNA-1_AED:0.04_eAED:0.04_QI:0_0.22_0_1_1_1_10_0_1346;Dmel.FBgn0026403,FBpp0087439,FBtr0088350"
"3820","Dbia.DBIA007705-PA;Dgri.FBpp0152779;Dmoj.FBpp0173947;Dpse.FBpp0282272;Dsuz.DS10_00010452;Dyak.FBpp0255628;Sfla.augustus_masked-scaffold00174-abinit-gene-0.11-mRNA-1_AED:0.10_eAED:0.10_QI:0_0.72_0.33_1_1_1_12_0_647;Dmel.FBgn0023179,FBpp0084420,FBtr0085048"
"3821","Dbia.DBIA003769-PA;Dgri.FBpp0150187;Dmoj.FBpp0162441;Dpse.FBpp0277129;Dsuz.DS10_00004187;Dyak.FBpp0265498;Sfla.augustus_masked-scaffold00007-abinit-gene-0.2-mRNA-1_AED:0.11_eAED:0.11_QI:0_0.88_0.7_1_1_1_10_0_778;Dmel.FBgn0035696,FBpp0076718,FBtr0077010"
"3822","Dbia.DBIA012401-PA;Dgri.FBpp0144249;Dmoj.FBpp0170377;Dpse.FBpp0287614;Dsuz.DS10_00007709;Dyak.FBpp0256885;Sfla.augustus_masked-scaffold00418-abinit-gene-0.7-mRNA-1_AED:0.04_eAED:0.04_QI:0_0.8_0_1_1_1_6_0_1481;Dmel.FBgn0032479,FBpp0080067,FBtr0080489"
"3823","Dbia.DBIA002757-PA;Dgri.FBpp0144597;Dmoj.FBpp0160440;Dpse.FBpp0279254;Dsuz.DS10_00001317;Dyak.FBpp0263990;Sfla.augustus_masked-scaffold00375-abinit-gene-0.11-mRNA-1_AED:0.09_eAED:0.09_QI:0_0.87_0.55_1_1_1_9_0_710;Dmel.FBgn0031734,FBpp0078796,FBtr0079165"
"3824","Dbia.DBIA014417-PA;Dgri.FBpp0152557;Dmoj.FBpp0172346;Dpse.FBpp0281858;Dsuz.DS10_00007402;Dyak.FBpp0255969;Sfla.augustus_masked-scaffold00258-abinit-gene-0.4-mRNA-1_AED:0.05_eAED:0.05_QI:0_1_0_1_1_1_3_0_462;Dmel.FBgn0000557,FBpp0085193,FBtr0085832"
"3825","Dbia.DBIA012386-PA;Dgri.FBpp0151647;Dmoj.FBpp0171760;Dpse.FBpp0287699;Dsuz.DS10_00007692;Dyak.FBpp0263624;Sfla.augustus_masked-scaffold00092-abinit-gene-1.5-mRNA-1_AED:0.09_eAED:0.09_QI:0_0_0_0.66_1_1_6_0_685;Dmel.FBgn0032470,FBpp0290580,FBtr0301366"
"3826","Dbia.DBIA000132-PA;Dgri.FBpp0150168;Dmoj.FBpp0162414;Dpse.FBpp0275169;Dsuz.DS10_00010180;Dyak.FBpp0265632;Sfla.augustus_masked-scaffold00249-abinit-gene-0.6-mRNA-1_AED:0.15_eAED:0.15_QI:0_0.88_0.7_0.9_1_1_10_0_598;Dmel.FBgn0035533,FBpp0112051,FBtr0113138"
"3827","Dbia.DBIA005964-PA;Dgri.FBpp0151795;Dmoj.FBpp0165675;Dpse.FBpp0280645;Dsuz.DS10_00005206;Dyak.FBpp0261275;Sfla.augustus_masked-scaffold00002-abinit-gene-18.10-mRNA-1_AED:0.02_eAED:0.02_QI:0_1_0.33_1_1_1_3_0_715;Dmel.FBgn0004643,FBpp0070425,FBtr0070441"
"3828","Dbia.DBIA014405-PA;Dgri.FBpp0152551;Dmoj.FBpp0172341;Dpse.FBpp0298807;Dsuz.DS10_00007394;Dyak.FBpp0255965;Sfla.augustus_masked-scaffold01140-abinit-gene-0.3-mRNA-1_AED:0.01_eAED:0.01_QI:0_0_0_1_1_1_2_0_839;Dmel.FBgn0039862,FBpp0303140,FBtr0330107"
"3829","Dbia.DBIA006049-PA;Dgri.FBpp0146341;Dmoj.FBpp0163975;Dpse.FBpp0272189;Dsuz.DS10_00004921;Dyak.FBpp0260450;Sfla.augustus_masked-scaffold00042-abinit-gene-2.8-mRNA-1_AED:0.43_eAED:0.43_QI:0_0.62_0.33_0.88_1_1_9_0_981;Dmel.FBgn0028341,FBpp0099554,FBtr0071405"
"3830","Dbia.DBIA004473-PA;Dgri.FBpp0155351;Dmoj.FBpp0169466;Dpse.FBpp0277732;Dsuz.DS10_00003125;Dyak.FBpp0256930;Sfla.augustus_masked-scaffold00014-abinit-gene-6.6-mRNA-1_AED:0.15_eAED:0.15_QI:0_0.66_0_1_1_1_4_0_1021;Dmel.FBgn0034300,FBpp0303029,FBtr0329994"
"3831","Dbia.DBIA015312-PA;Dgri.FBpp0144891;Dmoj.FBpp0166714;Dpse.FBpp0285828;Dsuz.DS10_00010584;Dyak.FBpp0263455;Sfla.augustus_masked-scaffold00436-abinit-gene-0.13-mRNA-1_AED:0.00_eAED:0.00_QI:0_1_0_1_1_1_3_0_2118;Dmel.FBgn0011722,FBpp0078905,FBtr0079275"
"3832","Dbia.DBIA010571-PA;Dgri.FBpp0149569;Dmoj.FBpp0161925;Dpse.FBpp0286701;Dsuz.DS10_00004622;Dyak.FBpp0266052;Sfla.augustus_masked-scaffold00164-abinit-gene-1.14-mRNA-1_AED:0.01_eAED:0.01_QI:0_0_0_0.85_1_1_7_0_3467;Dmel.FBgn0035106,FBpp0072431,FBtr0072532"
"3833","Dbia.DBIA006784-PA;Dgri.FBpp0144307;Dmoj.FBpp0166598;Dpse.FBpp0287946;Dsuz.DS10_00000881;Dyak.FBpp0270047;Sfla.augustus_masked-scaffold00141-abinit-gene-1.31-mRNA-1_AED:0.02_eAED:0.02_QI:0_1_0_1_1_1_4_0_725;Dmel.FBgn0261535,FBpp0080211,FBtr0080639"
"3834","Dbia.DBIA013450-PA;Dgri.FBpp0151483;Dmoj.FBpp0164392;Dpse.FBpp0275727;Dsuz.DS10_00006231;Dyak.FBpp0262191;Sfla.augustus_masked-scaffold00232-abinit-gene-0.5-mRNA-1_AED:0.01_eAED:0.01_QI:0_0.25_0_0.8_1_1_5_0_1243;Dmel.FBgn0030631,FBpp0073828,FBtr0074011"
"3835","Dbia.DBIA009210-PA;Dgri.FBpp0153200;Dmoj.FBpp0172728;Dpse.FBpp0281543;Dsuz.DS10_00008802;Dyak.FBpp0269352;Sfla.augustus_masked-scaffold00115-abinit-gene-0.2-mRNA-1_AED:0.07_eAED:0.07_QI:0_0_0_0.87_1_1_8_0_681;Dmel.FBgn0038366,FBpp0082634,FBtr0083180"
"3836","Dbia.DBIA009735-PA;Dgri.FBpp0155062;Dmoj.FBpp0167970;Dpse.FBpp0285110;Dsuz.DS10_00003264;Dyak.FBpp0259040;Sfla.augustus_masked-scaffold00439-abinit-gene-0.1-mRNA-1_AED:0.06_eAED:0.06_QI:0_1_0.16_1_1_1_6_0_831;Dmel.FBgn0014870,FBpp0086222,FBtr0087074"
"3837","Dbia.DBIA012488-PA;Dgri.FBpp0145834;Dmoj.FBpp0164566;Dpse.FBpp0273275;Dsuz.DS10_00006200;Dyak.FBpp0260663;Sfla.augustus_masked-scaffold00061-abinit-gene-3.6-mRNA-1_AED:0.09_eAED:0.09_QI:0_1_0.62_1_1_1_8_0_643;Dmel.FBgn0000152,FBpp0074146,FBtr0074372"
"3838","Dbia.DBIA008844-PA;Dgri.FBpp0152497;Dmoj.FBpp0173736;Dpse.FBpp0281226;Dsuz.DS10_00012890;Dyak.FBpp0270828;Sfla.augustus_masked-scaffold00011-abinit-gene-5.18-mRNA-1_AED:0.03_eAED:0.03_QI:0_-1_0_1_-1_1_1_0_493;Dmel.FBgn0014863,FBpp0081133,FBtr0081616"
"3839","Dbia.DBIA010891-PA;Dgri.FBpp0145090;Dmoj.FBpp0167278;Dpse.FBpp0279371;Dsuz.DS10_00000724;Dyak.FBpp0260732;Sfla.augustus_masked-scaffold00053-abinit-gene-2.8-mRNA-1_AED:0.02_eAED:0.02_QI:0_1_0.2_1_1_1_5_0_787;Dmel.FBgn0024314,FBpp0077645,FBtr0077980"
"3840","Dbia.DBIA007922-PA;Dgri.FBpp0157021;Dmoj.FBpp0168155;Dpse.FBpp0277913;Dsuz.DS10_00006578;Dyak.FBpp0258373;Sfla.augustus_masked-scaffold00128-abinit-gene-1.12-mRNA-1_AED:0.04_eAED:0.04_QI:0_0.25_0_1_1_1_9_0_1462;Dmel.FBgn0013765,FBpp0301625,FBtr0309891"
